tileswide 25
tileshigh 25
tilewidth 16
tileheight 16

layer 0
6,7,7,7,7,7,7,7,7,7,6,12,65,12,11,11,12,12,12,12,65,12,12,12,12,
6,17,17,17,17,17,17,17,17,17,6,12,12,12,11,11,12,12,13,12,12,12,13,12,65,
6,17,17,17,17,17,17,17,17,17,6,12,13,12,11,11,12,12,12,12,66,12,12,12,12,
6,17,17,17,17,17,17,17,17,17,6,12,65,12,11,11,12,65,65,12,12,12,12,12,13,
6,17,17,17,17,17,17,17,17,17,6,12,12,12,11,11,12,12,65,12,12,65,12,12,12,
6,17,17,17,17,17,17,17,17,17,6,12,65,12,11,11,12,12,65,65,12,12,12,12,12,
6,17,17,17,17,9,9,17,17,17,6,12,12,12,11,11,12,13,12,65,12,12,12,12,66,
5,5,5,5,5,49,49,5,5,5,5,12,13,12,11,11,12,12,12,12,66,65,65,12,12,
65,12,12,12,12,11,11,12,12,12,12,12,12,12,11,11,66,12,12,13,66,12,65,12,12,
12,65,65,12,12,11,11,12,12,12,66,65,12,12,11,11,12,12,12,12,12,66,66,12,12,
12,12,65,12,12,11,11,12,65,12,65,12,12,12,11,11,12,12,66,66,12,12,65,12,12,
12,66,65,66,12,11,11,11,12,12,12,12,12,12,11,11,12,12,65,65,12,12,66,12,12,
65,12,65,12,12,11,11,11,11,11,11,11,11,11,11,11,12,66,12,66,66,12,65,12,12,
12,12,12,12,12,11,11,11,11,11,11,11,11,11,11,11,12,12,12,12,12,12,65,65,12,
12,12,12,12,11,11,11,11,12,12,12,65,12,66,12,12,12,12,12,13,12,65,12,65,12,
12,12,12,11,11,11,11,12,12,13,12,12,12,12,12,12,12,65,12,12,12,12,65,65,12,
12,12,12,11,11,11,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,66,66,65,12,
65,12,12,12,11,11,11,12,65,12,65,12,12,12,12,12,12,12,12,12,12,12,65,12,12,
12,12,12,12,12,11,11,12,12,65,12,12,12,12,12,12,12,12,12,12,12,12,12,65,12,
12,65,12,12,12,11,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,65,12,
12,65,65,12,12,11,11,12,65,65,12,12,12,12,12,12,12,12,12,12,12,12,66,65,12,
12,12,12,12,12,11,11,12,12,65,12,12,12,12,12,12,12,12,12,12,12,12,12,65,12,
12,12,12,12,12,11,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,13,12,65,12,
12,12,12,12,12,11,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,65,65,12,
12,12,12,13,12,11,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,65,13,13,

layer 1
-1,46,-1,-1,-1,-1,-1,-1,-1,-1,-1,31,-1,-1,19,-1,-1,21,-1,-1,63,-1,-1,-1,-1,
-1,54,18,-1,-1,58,-1,-1,56,37,-1,21,-1,-1,19,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,36,18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19,-1,-1,-1,-1,-1,-1,-1,21,-1,-1,
-1,18,18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,19,-1,-1,-1,-1,63,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,55,-1,-1,21,-1,19,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,55,-1,-1,-1,-1,19,-1,-1,-1,-1,-1,-1,-1,21,-1,63,
-1,-1,-1,-1,-1,18,18,-1,-1,28,-1,31,-1,-1,19,-1,-1,-1,-1,-1,21,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,68,-1,-1,-1,-1,-1,-1,19,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
31,31,-1,-1,-1,19,19,-1,-1,-1,-1,-1,-1,-1,19,-1,-1,-1,-1,-1,-1,63,-1,-1,-1,
-1,21,-1,21,-1,19,19,-1,-1,-1,-1,-1,-1,92,19,-1,92,-1,-1,-1,-1,-1,-1,21,-1,
-1,21,-1,-1,-1,19,19,-1,-1,-1,-1,-1,-1,100,19,-1,100,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,19,19,19,-1,-1,-1,-1,-1,-1,19,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,19,-1,19,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,40,4,4,4,21,
-1,21,-1,-1,-1,19,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,32,4,-1,
31,-1,-1,-1,-1,19,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,-1,40,4,4,4,-1,
-1,22,22,-1,-1,19,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20,-1,21,
-1,22,22,-1,-1,19,-1,-1,-1,-1,-1,60,52,52,52,52,52,52,52,52,60,-1,-1,-1,-1,
-1,-1,-1,68,-1,19,-1,-1,-1,-1,-1,60,77,-1,31,-1,31,77,-1,31,60,-1,-1,-1,-1,
31,-1,-1,-1,-1,19,-1,-1,-1,-1,-1,60,-1,21,-1,39,-1,39,78,-1,60,-1,-1,-1,-1,
-1,-1,-1,21,-1,19,-1,-1,-1,-1,61,-1,-1,-1,77,78,-1,31,31,-1,60,-1,-1,-1,21,
-1,-1,-1,-1,-1,19,19,-1,21,-1,-1,-1,-1,-1,21,39,93,78,93,39,60,-1,-1,-1,-1,
-1,-1,31,39,-1,-1,19,-1,-1,-1,61,60,-1,31,93,78,93,39,77,-1,60,-1,-1,-1,-1,
-1,-1,39,39,-1,19,19,63,-1,-1,-1,60,-1,39,-1,93,-1,93,-1,31,60,-1,-1,63,-1,
63,-1,-1,-1,-1,19,-1,-1,-1,21,-1,60,-1,-1,78,39,-1,-1,21,-1,60,-1,-1,-1,-1,
21,-1,-1,-1,-1,19,19,-1,-1,-1,-1,60,52,52,52,52,52,52,52,52,60,-1,-1,-1,-1,

layer 2
0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
0,0,-1,-1,-1,0,-1,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
0,0,0,0,0,-1,-1,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,0,-1,
0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,-1,
-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,
-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,0,0,-1,0,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,
0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,-1,0,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,0,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,
-1,-1,0,0,-1,-1,-1,-1,-1,-1,0,0,-1,0,0,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,
-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,0,-1,0,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,0,0,-1,-1,-1,-1,0,-1,-1,-1,-1,
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,

